genero,edad,peso,altura,objetivo,TMB,día,ejercicio,series,repeticiones,parte_musculo
Masculino,30,73.8,1.76,perdida de peso,1753.06,sábado,"['Sentadillas sumo', 'Remo con toalla', 'Elevación de talones', 'Sentadillas']","[3, 5, 3, 5]","[14, 22, 17, 13]","['pierna', 'espalda', 'pierna', 'pierna']"
Femenino,54,47.7,1.62,perdida de peso,1150.72,jueves,"['Flexiones pino asistidas', 'Flexiones pino asistidas', 'Flexiones declinadas']","[4, 4, 3]","[16, 14, 17]","['pecho', 'pecho', 'pecho']"
Masculino,27,88.5,1.77,aumento de peso,1979.85,lunes,"['T raises', 'Dips entre bancos', 'Flexiones pino']","[3, 2, 4]","[12, 15, 9]","['hombro', 'bicep_tricep', 'hombro']"
Femenino,21,52.6,1.6,aumento de peso,1349.26,miércoles,"['Sentadillas búlgaras', 'Elevación de talones', 'Zancadas salto', 'Sentadillas salto']","[3, 4, 5, 4]","[16, 11, 13, 12]","['pierna', 'pierna', 'pierna', 'pierna']"
Masculino,21,75.2,1.68,perdida de peso,1793.44,miércoles,"['Wall sit', 'Elevaciones laterales', 'Y raises', 'Wall handstand']","[5, 5, 3, 4]","[13, 23, 13, 22]","['pierna', 'hombro', 'hombro', 'hombro']"
Femenino,44,62.9,1.64,perdida de peso,1347.24,sábado,"['Sentadillas salto', 'Flexiones explosivas', 'Pull ups', 'Dominadas supinas']","[5, 3, 5, 4]","[14, 22, 15, 14]","['pierna', 'pecho', 'espalda', 'espalda']"
Masculino,22,79.8,1.81,aumento de peso,1914.66,jueves,"['Flexiones normales', 'Flexiones hindu', 'Pseudo planche', 'Dips en silla']","[5, 4, 4, 6]","[13, 15, 18, 17]","['pecho', 'pecho', 'bicep_tricep', 'bicep_tricep']"
Femenino,40,52.1,1.65,aumento de peso,1264.16,miércoles,"['Burpees', 'Zancadas', 'Burpees', 'Zancadas salto']","[3, 4, 5, 3]","[18, 18, 14, 18]","['pierna', 'pierna', 'pierna', 'pierna']"
Masculino,31,81.8,1.66,perdida de peso,1805.86,viernes,"['Remo con toalla', 'Handstand push ups', 'Y raises']","[2, 3, 2]","[16, 19, 12]","['espalda', 'hombro', 'hombro']"
Femenino,21,66.5,1.73,perdida de peso,1506.1,lunes,"['Flexiones inclinadas', 'Pseudo planche', 'Elevaciones laterales', 'Dips en paralelas']","[4, 4, 4, 6]","[28, 23, 24, 29]","['pecho', 'bicep_tricep', 'hombro', 'bicep_tricep']"
Masculino,27,75.1,1.72,aumento de peso,1771.27,miércoles,"['Flexiones pike', 'Zancadas', 'Sentadillas pistol', 'Sentadillas salto']","[3, 4, 4, 5]","[10, 16, 17, 13]","['hombro', 'pierna', 'pierna', 'pierna']"
Femenino,43,61.6,1.59,aumento de peso,1330.46,jueves,"['Flexiones hindu', 'Dips en paralelas', 'Flexiones inclinadas', 'Flexiones pike']","[4, 5, 3, 4]","[13, 18, 15, 14]","['bicep_tricep', 'pecho', 'pecho', 'pecho']"
Masculino,40,82.6,1.86,perdida de peso,1855.62,martes,"['Flexiones diamante', 'Superman', 'Chin ups', 'Pike push ups']","[3, 3, 4, 5]","[25, 14, 21, 19]","['bicep_tricep', 'espalda', 'bicep_tricep', 'bicep_tricep']"
Femenino,45,69.5,1.72,perdida de peso,1420.3,sábado,"['Remo invertido', 'Muscle ups', 'Flexiones pike']","[3, 2, 3]","[13, 20, 17]","['espalda', 'espalda', 'pecho']"
Masculino,28,82.7,1.75,aumento de peso,1883.59,viernes,"['Dominadas supinas', 'Dominadas comando', 'Remo con toalla', 'Elevaciones laterales']","[3, 4, 5, 3]","[12, 13, 16, 15]","['espalda', 'espalda', 'espalda', 'hombro']"
Femenino,38,63.0,1.64,aumento de peso,1376.4,miércoles,"['Zancadas salto', 'Zancadas', 'Zancadas laterales', 'Flexiones pike']","[3, 5, 4, 5]","[14, 16, 17, 18]","['pierna', 'pierna', 'pierna', 'hombro']"
Masculino,42,94.1,1.67,perdida de peso,1904.57,miércoles,"['Wall handstand', 'T raises', 'Y raises']","[4, 4, 4]","[20, 14, 18]","['hombro', 'hombro', 'hombro']"
Femenino,45,71.4,1.73,perdida de peso,1440.34,martes,"['Dips entre bancos', 'Pike push ups', 'Flexiones diamante']","[4, 4, 3]","[16, 20, 14]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,27,72.6,1.9,aumento de peso,1827.02,lunes,"['Flexiones close grip', 'Pseudo planche', 'Handstand hold', 'Flexiones diamante']","[6, 4, 6, 6]","[17, 14, 12, 18]","['bicep_tricep', 'bicep_tricep', 'hombro', 'bicep_tricep']"
Femenino,19,49.8,1.68,aumento de peso,1346.18,lunes,"['Handstand push ups', 'Flexiones diamante', 'Flexiones archer', 'Handstand push ups']","[5, 4, 4, 4]","[13, 18, 11, 10]","['hombro', 'bicep_tricep', 'pecho', 'bicep_tricep']"
Masculino,26,84.4,1.82,perdida de peso,1955.48,jueves,"['Pike push ups', 'Flexiones diamante', 'Flexiones close grip', 'Flexiones pike']","[5, 3, 3, 3]","[19, 24, 19, 24]","['bicep_tricep', 'pecho', 'bicep_tricep', 'pecho']"
Femenino,26,55.8,1.56,perdida de peso,1349.28,lunes,"['Dips en silla', 'Flexiones tricep', 'Flexiones una mano asistidas', 'Dips en paralelas']","[4, 3, 3, 5]","[21, 13, 21, 24]","['bicep_tricep', 'bicep_tricep', 'pecho', 'bicep_tricep']"
Masculino,43,66.0,1.7,aumento de peso,1527.8,jueves,"['Flexiones close grip', 'Flexiones pike', 'Pike push ups', 'Chin ups']","[5, 3, 4, 4]","[10, 12, 18, 10]","['bicep_tricep', 'pecho', 'bicep_tricep', 'bicep_tricep']"
Femenino,52,74.0,1.59,aumento de peso,1407.2,viernes,"['Flexiones pike', 'Dominadas pronadas', 'Dominadas comando']","[3, 4, 3]","[9, 14, 8]","['hombro', 'espalda', 'espalda']"
Masculino,51,72.1,1.77,perdida de peso,1591.97,sábado,"['Zancadas laterales', 'Sentadillas', 'Zancadas laterales']","[2, 3, 3]","[14, 18, 19]","['pierna', 'pierna', 'pierna']"
Femenino,29,53.7,1.68,perdida de peso,1336.62,sábado,"['Saltos en caja', 'Remo con toalla', 'Zancadas salto', 'Flexiones diamante']","[3, 3, 4, 4]","[18, 25, 16, 17]","['pierna', 'espalda', 'pierna', 'pecho']"
Masculino,49,63.8,1.74,aumento de peso,1476.86,sábado,"['Flexiones pike', 'Flexiones diamante', 'Zancadas laterales']","[2, 2, 2]","[13, 10, 10]","['pecho', 'pecho', 'pierna']"
Femenino,18,68.1,1.58,aumento de peso,1508.56,sábado,"['Saltos en caja', 'Flexiones declinadas', 'Dominadas comando', 'Dominadas comando']","[3, 3, 3, 4]","[13, 15, 17, 14]","['pierna', 'pecho', 'espalda', 'espalda']"
Masculino,33,79.6,1.79,perdida de peso,1827.12,martes,"['Dominadas supinas', 'Pseudo planche', 'Dips entre bancos', 'Remo invertido']","[5, 4, 4, 4]","[26, 24, 27, 27]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'espalda']"
Femenino,36,59.1,1.73,perdida de peso,1364.56,lunes,"['Dips en silla', 'Dips entre bancos', 'Y raises', 'Pike push ups']","[5, 3, 4, 3]","[15, 23, 13, 24]","['bicep_tricep', 'bicep_tricep', 'hombro', 'hombro']"
Masculino,18,74.1,1.87,aumento de peso,1893.77,jueves,"['Flexiones pike', 'Pike push ups', 'Flexiones pino asistidas', 'Dominadas supinas']","[5, 4, 6, 6]","[17, 16, 13, 17]","['pecho', 'bicep_tricep', 'pecho', 'bicep_tricep']"
Femenino,30,63.3,1.67,aumento de peso,1422.28,miércoles,"['Handstand push ups', 'Handstand push ups', 'Zancadas', 'Shrugs calisténicos']","[4, 5, 4, 4]","[16, 14, 18, 15]","['hombro', 'hombro', 'pierna', 'hombro']"
Masculino,45,67.3,1.77,perdida de peso,1567.01,martes,"['Dips en silla', 'Muscle ups', 'Dominadas neutras']","[3, 2, 3]","[16, 14, 17]","['bicep_tricep', 'espalda', 'espalda']"
Femenino,36,51.1,1.7,perdida de peso,1282.36,lunes,"['Hollow body hold', 'Chin ups', 'Dips en paralelas', 'Wall handstand']","[4, 5, 5, 5]","[19, 21, 19, 19]","['hombro', 'bicep_tricep', 'pecho', 'hombro']"
Masculino,30,71.1,1.72,aumento de peso,1696.07,sábado,"['Wall sit', 'Zancadas salto', 'Flexiones inclinadas', 'Remo archer']","[4, 4, 3, 5]","[18, 11, 11, 18]","['pierna', 'pierna', 'pecho', 'espalda']"
Femenino,51,66.4,1.68,aumento de peso,1355.14,martes,"['Pull ups', 'Flexiones tricep', 'Dominadas pronadas']","[4, 4, 2]","[13, 15, 9]","['espalda', 'bicep_tricep', 'espalda']"
Masculino,45,77.8,1.75,perdida de peso,1700.86,sábado,"['Flexiones hindu', 'Chin ups', 'Zancadas laterales']","[2, 2, 4]","[20, 17, 15]","['pecho', 'espalda', 'pierna']"
Femenino,24,66.8,1.63,perdida de peso,1476.88,martes,"['Muscle ups', 'Dominadas supinas', 'Dominadas pronadas', 'Flexiones close grip']","[4, 5, 4, 3]","[23, 16, 17, 13]","['espalda', 'bicep_tricep', 'espalda', 'bicep_tricep']"
Masculino,23,69.8,1.77,aumento de peso,1750.86,lunes,"['Flexiones tricep', 'Flexiones hindu', 'Wall handstand', 'Handstand push ups']","[5, 5, 4, 4]","[11, 14, 14, 13]","['bicep_tricep', 'pecho', 'hombro', 'hombro']"
Femenino,54,52.3,1.73,aumento de peso,1214.68,martes,"['Dominadas neutras', 'Handstand push ups', 'Remo con toalla']","[3, 4, 4]","[11, 13, 14]","['espalda', 'bicep_tricep', 'espalda']"
Masculino,40,78.4,1.72,perdida de peso,1728.08,miércoles,"['Sentadillas pistol', 'Wall handstand', 'Sentadillas pistol', 'Zancadas']","[5, 5, 5, 3]","[22, 24, 19, 15]","['pierna', 'hombro', 'pierna', 'pierna']"
Femenino,50,70.8,1.74,perdida de peso,1412.88,lunes,"['Flexiones declinadas', 'Handstand push ups', 'Flexiones pino']","[3, 3, 4]","[13, 12, 15]","['pecho', 'bicep_tricep', 'hombro']"
Masculino,45,95.0,1.9,aumento de peso,2011.5,viernes,"['Plancha lateral', 'Chin ups', 'Hollow body hold']","[4, 2, 2]","[10, 11, 10]","['hombro', 'espalda', 'hombro']"
Femenino,29,72.4,1.63,aumento de peso,1507.14,jueves,"['Flexiones tricep', 'Dips en paralelas', 'Flexiones declinadas', 'Flexiones close grip']","[4, 4, 3, 3]","[17, 12, 17, 13]","['bicep_tricep', 'pecho', 'pecho', 'bicep_tricep']"
Masculino,49,81.4,1.89,perdida de peso,1792.98,sábado,"['Saltos en caja', 'Flexiones wide grip', 'Sentadillas sumo']","[3, 3, 4]","[19, 20, 14]","['pierna', 'pecho', 'pierna']"
Femenino,47,54.0,1.61,perdida de peso,1242.3,jueves,"['Flexiones diamante', 'Flexiones wide grip', 'Flexiones hindu']","[3, 3, 2]","[20, 20, 18]","['pecho', 'pecho', 'bicep_tricep']"
Masculino,30,86.9,1.88,aumento de peso,1992.53,sábado,"['Flexiones declinadas', 'Muscle ups', 'Superman', 'Dominadas anchas']","[5, 4, 6, 5]","[16, 15, 15, 18]","['pecho', 'espalda', 'espalda', 'espalda']"
Femenino,53,61.9,1.63,aumento de peso,1293.54,viernes,"['Remo con toalla', 'Remo con toalla', 'Pull ups']","[2, 2, 3]","[10, 15, 15]","['espalda', 'espalda', 'espalda']"
Masculino,36,90.5,1.76,perdida de peso,1941.05,lunes,"['Dips entre bancos', 'Chin ups', 'Dominadas supinas']","[4, 2, 3]","[14, 19, 11]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,22,71.3,1.73,perdida de peso,1547.48,lunes,"['Handstand hold', 'Elevaciones laterales', 'Flexiones diamante', 'Flexiones inclinadas']","[5, 4, 5, 5]","[19, 18, 25, 20]","['hombro', 'hombro', 'pecho', 'pecho']"
Masculino,41,70.1,1.66,aumento de peso,1577.57,martes,"['Flexiones tricep', 'Pull ups', 'Dips en silla', 'Flexiones hindu']","[4, 4, 4, 3]","[12, 13, 16, 16]","['bicep_tricep', 'espalda', 'bicep_tricep', 'bicep_tricep']"
Femenino,54,59.7,1.59,aumento de peso,1260.52,lunes,"['Handstand push ups', 'Flexiones hindu', 'Flexiones tricep']","[2, 2, 3]","[13, 10, 15]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,31,86.3,1.84,perdida de peso,1957.51,sábado,"['Sentadillas salto', 'Dominadas neutras', 'Saltos en caja', 'Flexiones archer']","[5, 3, 4, 5]","[19, 14, 17, 17]","['pierna', 'espalda', 'pierna', 'pecho']"
Femenino,45,68.3,1.7,perdida de peso,1405.18,sábado,"['Dips en paralelas', 'Remo invertido', 'Flexiones pino asistidas']","[4, 4, 2]","[12, 11, 16]","['pecho', 'espalda', 'pecho']"
Masculino,48,92.2,1.81,aumento de peso,1907.74,jueves,"['Pseudo planche', 'Flexiones explosivas', 'Flexiones tricep']","[3, 3, 2]","[11, 10, 15]","['bicep_tricep', 'pecho', 'bicep_tricep']"
Femenino,25,61.4,1.61,aumento de peso,1416.74,martes,"['Dominadas neutras', 'Dominadas comando', 'Flexiones diamante', 'Remo invertido']","[4, 5, 4, 4]","[12, 16, 12, 12]","['espalda', 'espalda', 'bicep_tricep', 'espalda']"
Masculino,43,67.9,1.73,perdida de peso,1568.83,lunes,"['Handstand push ups', 'Flexiones tricep', 'Elevaciones laterales', 'Dips en paralelas']","[4, 5, 3, 5]","[22, 17, 25, 21]","['hombro', 'bicep_tricep', 'hombro', 'pecho']"
Femenino,33,67.2,1.69,perdida de peso,1449.22,jueves,"['Handstand push ups', 'Dips en paralelas', 'Dominadas supinas', 'Flexiones wide grip']","[4, 5, 6, 6]","[16, 29, 25, 18]","['bicep_tricep', 'pecho', 'bicep_tricep', 'pecho']"
Masculino,44,63.1,1.67,aumento de peso,1466.27,lunes,"['Dips en paralelas', 'Flexiones tricep', 'Dominadas supinas']","[2, 4, 3]","[15, 8, 10]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,30,73.8,1.68,aumento de peso,1524.88,martes,"['Remo invertido', 'Remo archer', 'Pseudo planche', 'Remo archer']","[4, 4, 3, 5]","[13, 12, 15, 11]","['espalda', 'espalda', 'bicep_tricep', 'espalda']"
Masculino,55,79.9,1.77,perdida de peso,1671.63,lunes,"['Hollow body hold', 'Flexiones declinadas', 'Flexiones close grip']","[4, 4, 4]","[13, 18, 11]","['hombro', 'pecho', 'bicep_tricep']"
Femenino,32,72.5,1.56,perdida de peso,1481.4,viernes,"['Dominadas neutras', 'Dominadas anchas', 'Y raises']","[4, 3, 2]","[19, 14, 14]","['espalda', 'espalda', 'hombro']"
Masculino,55,94.7,1.7,aumento de peso,1839.39,sábado,"['Zancadas laterales', 'Sentadillas pistol', 'Pull ups']","[4, 4, 3]","[13, 10, 8]","['pierna', 'pierna', 'espalda']"
Femenino,22,54.2,1.74,aumento de peso,1385.12,martes,"['Chin ups', 'Pull ups', 'Handstand push ups', 'Dominadas supinas']","[5, 5, 5, 4]","[13, 12, 15, 11]","['bicep_tricep', 'espalda', 'bicep_tricep', 'bicep_tricep']"
Masculino,50,82.7,1.79,perdida de peso,1753.99,sábado,"['Dominadas anchas', 'Flexiones wide grip', 'Zancadas laterales']","[2, 2, 3]","[13, 15, 17]","['espalda', 'pecho', 'pierna']"
Femenino,25,59.0,1.72,perdida de peso,1413.5,lunes,"['T raises', 'Pseudo planche', 'Flexiones diamante', 'Handstand push ups']","[6, 4, 6, 4]","[27, 23, 18, 15]","['hombro', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,34,70.6,1.72,aumento de peso,1662.02,miércoles,"['T raises', 'Sentadillas salto', 'Zancadas salto', 'Zancadas']","[4, 5, 5, 5]","[18, 15, 18, 16]","['hombro', 'pierna', 'pierna', 'pierna']"
Femenino,38,46.4,1.65,aumento de peso,1218.84,viernes,"['Remo con toalla', 'Muscle ups', 'Dominadas pronadas', 'Handstand hold']","[5, 5, 4, 3]","[15, 11, 10, 18]","['espalda', 'espalda', 'espalda', 'hombro']"
Masculino,37,64.1,1.9,perdida de peso,1642.57,viernes,"['Dominadas comando', 'Plancha lateral', 'Handstand hold', 'Handstand hold']","[5, 3, 3, 5]","[25, 23, 25, 16]","['espalda', 'hombro', 'hombro', 'hombro']"
Femenino,21,59.8,1.73,perdida de peso,1441.78,viernes,"['Dominadas supinas', 'Flexiones pike', 'T raises', 'Remo archer']","[5, 4, 4, 6]","[30, 16, 25, 23]","['espalda', 'hombro', 'hombro', 'espalda']"
Masculino,32,82.8,1.87,aumento de peso,1917.76,viernes,"['Dominadas anchas', 'Dominadas anchas', 'Chin ups', 'Remo archer']","[5, 4, 5, 6]","[15, 14, 16, 12]","['espalda', 'espalda', 'espalda', 'espalda']"
Femenino,31,63.6,1.66,aumento de peso,1418.66,viernes,"['Dominadas supinas', 'Wall handstand', 'Dominadas supinas', 'Handstand hold']","[4, 4, 4, 4]","[16, 18, 17, 13]","['espalda', 'hombro', 'espalda', 'hombro']"
Masculino,23,62.8,1.73,perdida de peso,1634.96,viernes,"['Handstand hold', 'Remo con toalla', 'Shrugs calisténicos', 'Plancha lateral']","[5, 3, 5, 3]","[21, 13, 15, 24]","['hombro', 'espalda', 'hombro', 'hombro']"
Femenino,20,63.9,1.7,perdida de peso,1480.44,miércoles,"['Plancha lateral', 'Plancha lateral', 'Handstand push ups', 'Wall handstand']","[5, 4, 6, 5]","[27, 18, 30, 29]","['hombro', 'hombro', 'hombro', 'hombro']"
Masculino,46,73.7,1.76,aumento de peso,1642.89,lunes,"['Flexiones pino', 'Flexiones pino asistidas', 'Flexiones pino']","[2, 2, 2]","[11, 12, 8]","['hombro', 'pecho', 'hombro']"
Femenino,30,71.1,1.71,aumento de peso,1504.36,jueves,"['Flexiones una mano asistidas', 'Flexiones hindu', 'Flexiones tricep', 'Flexiones close grip']","[6, 5, 5, 5]","[13, 14, 17, 13]","['pecho', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,42,60.4,1.89,perdida de peso,1552.88,sábado,"['Dominadas anchas', 'Sentadillas', 'Flexiones normales', 'Sentadillas búlgaras']","[5, 5, 4, 5]","[15, 21, 21, 21]","['espalda', 'pierna', 'pecho', 'pierna']"
Femenino,29,60.4,1.61,perdida de peso,1388.34,jueves,"['Flexiones normales', 'Flexiones close grip', 'Handstand push ups', 'Flexiones hindu']","[5, 3, 4, 4]","[24, 21, 24, 23]","['pecho', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,46,70.2,1.87,aumento de peso,1649.94,miércoles,"['Pike push ups', 'Handstand push ups', 'Sentadillas pistol']","[4, 2, 2]","[14, 9, 14]","['hombro', 'hombro', 'pierna']"
Femenino,28,52.3,1.62,aumento de peso,1317.08,martes,"['Dominadas anchas', 'Dominadas supinas', 'Flexiones close grip', 'Superman']","[4, 5, 4, 5]","[11, 11, 17, 17]","['espalda', 'bicep_tricep', 'bicep_tricep', 'espalda']"
Masculino,43,83.5,1.85,perdida de peso,1842.55,lunes,"['Flexiones hindu', 'Flexiones pino asistidas', 'Dips en paralelas', 'Flexiones declinadas']","[3, 4, 5, 3]","[20, 22, 18, 13]","['bicep_tricep', 'pecho', 'bicep_tricep', 'pecho']"
Femenino,52,53.3,1.6,perdida de peso,1210.28,viernes,"['Elevaciones laterales', 'Superman', 'Shrugs calisténicos']","[4, 2, 2]","[14, 15, 16]","['hombro', 'espalda', 'hombro']"
Masculino,20,76.4,1.75,aumento de peso,1851.68,martes,"['Flexiones close grip', 'Remo invertido', 'Pseudo planche', 'Dominadas anchas']","[4, 4, 5, 4]","[14, 15, 13, 18]","['bicep_tricep', 'espalda', 'bicep_tricep', 'espalda']"
Femenino,21,62.4,1.68,aumento de peso,1457.74,jueves,"['Dips en silla', 'Flexiones archer', 'Flexiones diamante', 'Flexiones wide grip']","[5, 4, 5, 4]","[16, 15, 16, 12]","['bicep_tricep', 'pecho', 'bicep_tricep', 'pecho']"
Masculino,39,90.8,1.79,perdida de peso,1939.76,sábado,"['Remo con toalla', 'Remo archer', 'Flexiones una mano asistidas']","[3, 2, 2]","[19, 17, 16]","['espalda', 'espalda', 'pecho']"
Femenino,38,54.7,1.62,perdida de peso,1293.12,sábado,"['Wall sit', 'Sentadillas salto', 'Elevación de talones', 'Sentadillas pistol']","[3, 4, 4, 3]","[25, 17, 23, 25]","['pierna', 'pierna', 'pierna', 'pierna']"
Masculino,32,62.2,1.8,aumento de peso,1600.54,lunes,"['Handstand hold', 'Dips en silla', 'Shrugs calisténicos', 'Flexiones diamante']","[3, 3, 3, 3]","[10, 11, 15, 13]","['hombro', 'bicep_tricep', 'hombro', 'pecho']"
Femenino,53,68.9,1.67,aumento de peso,1367.94,viernes,"['Flexiones pino', 'T raises', 'Pull ups']","[3, 2, 4]","[14, 12, 11]","['hombro', 'hombro', 'espalda']"
Masculino,19,81.0,1.71,perdida de peso,1901.5,sábado,"['Remo invertido', 'Flexiones explosivas', 'Saltos en caja', 'Superman']","[4, 5, 4, 5]","[16, 24, 17, 23]","['espalda', 'pecho', 'pierna', 'espalda']"
Femenino,41,70.6,1.63,perdida de peso,1433.46,miércoles,"['Elevaciones laterales', 'Sentadillas pistol', 'Sentadillas sumo', 'Elevación de talones']","[4, 5, 4, 4]","[13, 20, 16, 24]","['hombro', 'pierna', 'pierna', 'pierna']"
Masculino,40,81.5,1.66,aumento de peso,1740.55,sábado,"['Saltos en caja', 'Remo invertido', 'Dominadas anchas']","[4, 2, 3]","[11, 11, 9]","['pierna', 'espalda', 'espalda']"
Femenino,19,53.4,1.59,aumento de peso,1364.54,sábado,"['Dominadas supinas', 'Dominadas comando', 'Sentadillas pistol', 'Sentadillas salto']","[5, 3, 3, 4]","[16, 17, 10, 10]","['espalda', 'espalda', 'pierna', 'pierna']"
Masculino,30,80.9,1.86,perdida de peso,1900.33,jueves,"['Flexiones close grip', 'Chin ups', 'Handstand push ups', 'Flexiones pike']","[6, 5, 5, 5]","[22, 24, 15, 22]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Femenino,21,61.7,1.71,perdida de peso,1456.42,sábado,"['Remo invertido', 'Dominadas anchas', 'Remo invertido', 'Muscle ups']","[5, 5, 5, 4]","[28, 27, 30, 27]","['espalda', 'espalda', 'espalda', 'espalda']"
Masculino,39,83.7,1.85,aumento de peso,1872.49,miércoles,"['T raises', 'Saltos en caja', 'Flexiones pino', 'Handstand hold']","[4, 4, 5, 3]","[17, 13, 14, 11]","['hombro', 'pierna', 'hombro', 'hombro']"
Femenino,39,61.7,1.56,aumento de peso,1344.82,miércoles,"['Handstand hold', 'Sentadillas sumo', 'Zancadas laterales', 'Saltos en caja']","[3, 5, 5, 4]","[11, 12, 17, 11]","['hombro', 'pierna', 'pierna', 'pierna']"
Masculino,29,72.8,1.8,perdida de peso,1766.16,sábado,"['Flexiones pike', 'Burpees', 'Sentadillas sumo', 'Flexiones hindu']","[5, 4, 4, 4]","[14, 14, 17, 15]","['pecho', 'pierna', 'pierna', 'pecho']"
Femenino,33,49.6,1.57,perdida de peso,1258.66,lunes,"['Flexiones inclinadas', 'Handstand push ups', 'Flexiones tricep', 'Dips en paralelas']","[5, 5, 3, 4]","[16, 23, 24, 15]","['pecho', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,46,74.0,1.69,aumento de peso,1612.0,lunes,"['Handstand push ups', 'Flexiones pino', 'Wall handstand']","[4, 2, 4]","[15, 10, 10]","['hombro', 'hombro', 'hombro']"
Femenino,52,65.8,1.7,aumento de peso,1348.28,miércoles,"['Flexiones pino', 'Handstand hold', 'Wall handstand']","[3, 2, 3]","[14, 13, 15]","['hombro', 'hombro', 'hombro']"
Masculino,29,90.1,1.86,perdida de peso,2033.17,lunes,"['Flexiones tricep', 'Y raises', 'Flexiones hindu', 'T raises']","[3, 4, 3, 3]","[15, 24, 13, 22]","['bicep_tricep', 'hombro', 'pecho', 'hombro']"
Femenino,26,46.3,1.64,perdida de peso,1272.48,sábado,"['Sentadillas pistol', 'Remo con toalla', 'Flexiones pike', 'Sentadillas sumo']","[5, 4, 3, 4]","[24, 16, 23, 22]","['pierna', 'espalda', 'pecho', 'pierna']"
Masculino,39,90.6,1.89,aumento de peso,1987.02,lunes,"['Flexiones wide grip', 'Flexiones pike', 'Flexiones wide grip', 'Wall handstand']","[5, 4, 4, 3]","[14, 13, 13, 16]","['pecho', 'pecho', 'pecho', 'hombro']"
Femenino,31,49.4,1.58,aumento de peso,1267.94,miércoles,"['Sentadillas salto', 'Elevación de talones', 'Saltos en caja', 'Pike push ups']","[5, 3, 4, 4]","[15, 12, 16, 16]","['pierna', 'pierna', 'pierna', 'hombro']"
Masculino,39,83.2,1.71,perdida de peso,1795.64,viernes,"['Superman', 'Remo invertido', 'Muscle ups']","[3, 4, 2]","[16, 14, 14]","['espalda', 'espalda', 'espalda']"
